arm,case,compact_selected,describe_calls,ephemeral_calls,ephemeral_programs,exact_correct,expand_calls,graph_audit_reference,graph_operation_failures,intermediate_variable_reuse,internal_deterministic_operations,lookup_calls,model_environment_round_trips,model_input_tokens,model_output_tokens,model_visible_canonical_entity_records,model_visible_canonical_relation_records,model_visible_entity_records,model_visible_path_records,model_visible_relation_records,model_visible_tool_result_bytes,named_answer_set_size,path_calls,path_sequence_operations,platform,predicates_used,raw_receipt,retained_audit_edges,retained_audit_nodes,retained_audit_paths,retries_errors,rows_returned_by_query,schema_inspection_calls,set_algebra_operations,sql_aggregate_grouping,sql_audit_reference,sql_join_count,sql_recursive_cte_count,sql_select_count,sql_set_operation_count,sql_statement_count,task_family,temporary_host_language_programs,total_rows_returned,total_tool_calls,uses_disallowed_search_inside_ephemeral,valid_execution,wall_seconds
U_GRAPH,order-platform-production-impact,True,1,9,"[{""collect"": ""$hits"", ""steps"": [{""assign_to"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""package"", ""module""], ""query"": ""legacy-money""}}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""query"": ""legacy-money""}}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""legacy-money""}]}, {""answers"": {""affected"": ""$services""}, ""collect"": ""$services"", ""name"": ""impact"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""answers"": {""deployments"": ""$deployments""}, ""collect"": ""$deployments"", ""name"": ""prod_check"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""candidates"", ""op"": ""lookup"", ""references"": [""service:order-platform-reporting"", ""service:fulfilment-worker"", ""service:order-api""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$candidates"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""affected"": ""$affected""}, ""collect"": ""$affected"", ""name"": ""prod_impact"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""impl_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""of"": ""$impl_services"", ""op"": ""intersection"", ""with"": ""$prod_services""}]}, {""answers"": {""dependents"": ""$dependents"", ""services"": ""$services""}, ""collect"": ""$services + $dependents"", ""name"": ""detail"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""deps"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""svcs"": ""$svcs""}, ""collect"": ""$svcs"", ""name"": ""deploy_map"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""svcs"", ""op"": ""lookup"", ""references"": [""service:order-platform-reporting"", ""service:fulfilment-worker"", ""service:order-api""]}, {""assign"": ""deploys"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$svcs"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""affected"": ""$affected""}, ""collect"": ""$affected"", ""name"": ""prod_impact_deep"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-money""]}, {""assign"": ""dependents"", ""depth"": 6, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""impl_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""of"": ""$impl_services"", ""op"": ""intersection"", ""with"": ""$prod_services""}]}]",True,0,executions/order-platform-production-impact/U_GRAPH/record.json,4,True,26,9,17,NA,NA,22,3,,0,,29671,15,0,0,order-platform,"[""depends_on"", ""deployed_to"", ""implements""]",executions/order-platform-production-impact/U_GRAPH/record.json,37,44,0,4,,,2,,,,,,,,production impact,,,17,True,True,63.03685482399305
T_GRAPH,order-platform-verification-control,False,1,15,"[{""collect"": ""out"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""service""], ""query"": ""Orders""}}, {""assign"": ""out"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""label"", ""kind""], ""from"": ""hits""}}]}, {""collect"": ""out"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""Orders production API""}, {""assign"": ""out"", ""fields"": [""id"", ""label"", ""kind""], ""from"": ""hits"", ""op"": ""project""}]}, {""collect"": ""hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""Orders production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""Orders production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""Orders production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""production API service""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""service""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""Orders""}]}, {""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""suite"", ""op"": ""lookup"", ""references"": [""test:order-platform-api-contract""]}, {""assign"": ""verified"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$suite"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$deployments"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""suites"": ""$suites""}, ""collect"": ""$suites"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""suites"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""suite"", ""op"": ""lookup"", ""references"": [""test:order-platform-worker-integration""]}, {""assign"": ""verified"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$suite"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""Orders production""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""suite""}]}, {""collect"": ""$context"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""context"", ""depth"": 2, ""direction"": ""both"", ""from"": ""$api"", ""op"": ""expand"", ""predicates"": [""crosses"", ""implements"", ""uses"", ""owned_by""]}]}]",True,0,executions/order-platform-verification-control/T_GRAPH/record.json,6,False,22,4,19,NA,NA,55,7,,0,,27877,0,0,0,order-platform,"[""crosses"", ""deployed_to"", ""implements"", ""owned_by"", ""uses"", ""verifies""]",executions/order-platform-verification-control/T_GRAPH/record.json,7,55,0,6,,,0,,,,,,,,verification control,,,19,True,True,96.47924692399101
T_SQL,order-platform-verification-control,,,,,True,,,,,,,15,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),30085,,,,order-platform,,executions/order-platform-verification-control/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",17,,16,executions/order-platform-verification-control/T_SQL/record.json,4,0,34,0,50,verification control,"NA (receipt retains calls, not a reliable program-file taxonomy)",88,15,,True,29.424986956000794
U_GRAPH,order-platform-verification-control,True,1,16,"[{""collect"": ""$services"", ""result_mode"": ""compact"", ""steps"": [{""assign_to"": ""services"", ""params"": {""kinds"": [""service""], ""query"": ""Orders""}, ""tool"": ""search""}]}, {""author"": ""direct"", ""collect"": ""$services"", ""contract_version"": ""retrieval-v1"", ""limits"": {""max_hops_per_step"": 64, ""max_nodes_per_step"": 3000, ""max_steps"": 12}, ""steps"": [{""assign_to"": ""services"", ""params"": {""kinds"": [""service""], ""query"": ""Orders""}, ""tool"": ""search""}]}, {""collect"": ""$hits"", ""steps"": [{""assign_to"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""service""], ""query"": ""Orders""}}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""service""], ""query"": ""Orders""}}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""Orders production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""Orders production API""}]}, {""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""services"", ""k"": 25, ""op"": ""search"", ""query"": ""production""}]}, {""collect"": ""$tests"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""tests"", ""k"": 25, ""op"": ""search"", ""query"": ""suite""}]}, {""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""services"", ""k"": 25, ""op"": ""search"", ""query"": ""Orders API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""production API""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""order-platform""}]}, {""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""tests"", ""ids"": [""test:order-platform-api-contract"", ""test:order-platform-worker-integration"", ""test:order-platform-reporting""], ""op"": ""lookup""}, {""assign"": ""verified"", ""direction"": ""outgoing"", ""from"": ""$tests"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""tests"", ""op"": ""lookup"", ""references"": [""test:order-platform-api-contract"", ""test:order-platform-worker-integration"", ""test:order-platform-reporting""]}, {""assign"": ""verified"", ""direction"": ""outgoing"", ""from"": ""$tests"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$neighbors"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:order-api""]}, {""assign"": ""neighbors"", ""direction"": ""both"", ""from"": ""$api"", ""op"": ""expand""}]}, {""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""release""}]}]",True,0,executions/order-platform-verification-control/U_GRAPH/record.json,8,False,20,4,18,NA,NA,50,11,,0,,32262,0,0,0,order-platform,"[""deployed_to"", ""verifies""]",executions/order-platform-verification-control/U_GRAPH/record.json,11,50,0,8,,,0,,,,,,,,verification control,,,18,True,True,79.46103514597053
T_GRAPH,telemetry-platform-cutover-boundary-control,False,0,0,[],True,0,executions/telemetry-platform-cutover-boundary-control/T_GRAPH/record.json,4,False,0,0,21,NA,NA,0,0,,0,,34615,0,0,0,telemetry-platform,[],executions/telemetry-platform-cutover-boundary-control/T_GRAPH/record.json,0,0,0,4,,,0,,,,,,,,cutover boundary control,,,21,False,True,56.48105935397325
T_SQL,telemetry-platform-cutover-boundary-control,,,,,True,,,,,,,18,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),30318,,,,telemetry-platform,,executions/telemetry-platform-cutover-boundary-control/T_SQL/record.json,,,,0,"[19, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2]",20,,19,executions/telemetry-platform-cutover-boundary-control/T_SQL/record.json,0,0,36,0,55,cutover boundary control,"NA (receipt retains calls, not a reliable program-file taxonomy)",131,18,,True,23.231994108005892
U_GRAPH,telemetry-platform-cutover-boundary-control,False,0,0,[],True,0,executions/telemetry-platform-cutover-boundary-control/U_GRAPH/record.json,0,False,0,0,17,NA,NA,0,0,,0,,25753,0,0,0,telemetry-platform,[],executions/telemetry-platform-cutover-boundary-control/U_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,cutover boundary control,,,17,False,True,65.4884274819633
T_GRAPH,telemetry-platform-cutover-readiness,False,1,7,"[{""steps"": [{""assign"": ""tasks"", ""kinds"": [""task""], ""op"": ""search"", ""query"": ""telemetry cutover""}]}, {""collect"": ""tasks"", ""steps"": [{""assign"": ""tasks"", ""kinds"": [""task""], ""op"": ""search"", ""query"": ""telemetry cutover""}]}, {""collect"": ""hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""telemetry""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""telemetry""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""cutover legacy retirement""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""service""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""suite verification test""}]}]",True,6,executions/telemetry-platform-cutover-readiness/T_GRAPH/record.json,13,False,7,2,19,NA,NA,34,23,,0,,25778,0,0,0,telemetry-platform,[],executions/telemetry-platform-cutover-readiness/T_GRAPH/record.json,23,34,0,13,,,0,,,,,,,,cutover readiness,,,19,True,True,65.89012250502128
T_SQL,telemetry-platform-cutover-readiness,,,,,True,,,,,,,13,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),31124,,,,telemetry-platform,,executions/telemetry-platform-cutover-readiness/T_SQL/record.json,,,,0,"[19, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",20,,19,executions/telemetry-platform-cutover-readiness/T_SQL/record.json,18,2,41,2,60,cutover readiness,"NA (receipt retains calls, not a reliable program-file taxonomy)",105,13,,True,24.834043102979194
U_GRAPH,telemetry-platform-cutover-readiness,False,0,0,[],True,0,executions/telemetry-platform-cutover-readiness/U_GRAPH/record.json,0,False,0,0,18,NA,NA,0,0,,0,,27386,0,0,0,telemetry-platform,[],executions/telemetry-platform-cutover-readiness/U_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,cutover readiness,,,18,False,True,62.68817542400211
T_GRAPH,telemetry-platform-production-impact,False,0,0,[],True,0,executions/telemetry-platform-production-impact/T_GRAPH/record.json,0,False,0,0,19,NA,NA,0,0,,0,,27985,0,0,0,telemetry-platform,[],executions/telemetry-platform-production-impact/T_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,production impact,,,19,False,True,69.89158532599686
T_SQL,telemetry-platform-production-impact,,,,,True,,,,,,,16,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),34736,,,,telemetry-platform,,executions/telemetry-platform-production-impact/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",17,,16,executions/telemetry-platform-production-impact/T_SQL/record.json,3,1,34,1,50,production impact,"NA (receipt retains calls, not a reliable program-file taxonomy)",88,16,,True,23.02802242897451
U_GRAPH,telemetry-platform-production-impact,True,1,7,"[{""collect"": ""$out"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""service""], ""query"": ""legacy-collector""}}, {""assign"": ""out"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""kind"", ""label""], ""from"": ""$hits""}}]}, {""collect"": ""$out"", ""steps"": [{""assign"": ""hits"", ""kinds"": [""service""], ""op"": ""search"", ""query"": ""legacy-collector""}, {""assign"": ""out"", ""fields"": [""id"", ""kind"", ""label""], ""from"": ""$hits"", ""op"": ""project""}]}, {""collect"": ""$out"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""legacy-collector""}, {""assign"": ""out"", ""fields"": [""id"", ""kind"", ""label""], ""from"": ""$hits"", ""op"": ""project""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""legacy-collector""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""legacy collector""}]}, {""collect"": ""$svcs"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-collector""]}, {""assign"": ""mods"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""traverse"", ""predicates"": [""depends_on""]}, {""assign"": ""svcs"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$mods"", ""op"": ""traverse"", ""predicates"": [""implements""]}]}, {""collect"": ""$prod"", ""steps"": [{""assign"": ""prod"", ""op"": ""search"", ""query"": ""production""}]}]",True,6,executions/telemetry-platform-production-impact/U_GRAPH/record.json,6,False,12,5,19,NA,NA,26,15,,2,,29778,0,1,0,telemetry-platform,"[""depends_on"", ""implements""]",executions/telemetry-platform-production-impact/U_GRAPH/record.json,21,33,2,6,,,0,,,,,,,,production impact,,,19,True,True,66.68827920500189
T_GRAPH,telemetry-platform-verification-control,False,0,0,[],True,0,executions/telemetry-platform-verification-control/T_GRAPH/record.json,0,False,0,0,19,NA,NA,0,0,,0,,29453,0,0,0,telemetry-platform,[],executions/telemetry-platform-verification-control/T_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,verification control,,,19,False,True,132.96411549899494
T_SQL,telemetry-platform-verification-control,,,,,True,,,,,,,16,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),32717,,,,telemetry-platform,,executions/telemetry-platform-verification-control/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",17,,16,executions/telemetry-platform-verification-control/T_SQL/record.json,4,0,31,0,47,verification control,"NA (receipt retains calls, not a reliable program-file taxonomy)",88,16,,True,21.423114265024196
U_GRAPH,telemetry-platform-verification-control,False,1,27,"[{""steps"": [{""assign_to"": ""services"", ""op"": ""search"", ""params"": {""node_kinds"": [""service""], ""query"": ""Telemetry""}}, {""assign_to"": ""result"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""name"", ""kind""], ""from"": ""services""}}]}, {""collect"": ""$result"", ""steps"": [{""assign_to"": ""services"", ""op"": ""search"", ""params"": {""node_kinds"": [""service""], ""query"": ""Telemetry""}}, {""assign_to"": ""result"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""name"", ""kind""], ""from"": ""services""}}]}, {""collect"": ""$result"", ""steps"": [{""assign"": ""services"", ""op"": ""search"", ""params"": {""node_kinds"": [""service""], ""query"": ""Telemetry""}}, {""assign"": ""result"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""name"", ""kind""], ""from"": ""services""}}]}, {""collect"": ""$result"", ""steps"": [{""assign"": ""services"", ""k"": 25, ""op"": ""search"", ""query"": ""Telemetry""}, {""assign"": ""result"", ""fields"": [""id"", ""name"", ""kind""], ""from"": ""services"", ""op"": ""project""}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""services"", ""k"": 25, ""op"": ""search"", ""query"": ""Telemetry""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""production API""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""Telemetry production""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""API""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""production""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""service""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""gateway""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""release""}]}, {""collect"": ""$targets"", ""steps"": [{""assign"": ""test"", ""id"": ""test:telemetry-platform-api-contract"", ""op"": ""lookup""}, {""assign"": ""targets"", ""direction"": ""outgoing"", ""from"": ""test"", ""op"": ""expand"", ""predicate"": ""verifies""}]}, {""collect"": ""$targets"", ""steps"": [{""assign"": ""test"", ""op"": ""lookup"", ""references"": [""test:telemetry-platform-api-contract""]}, {""assign"": ""targets"", ""direction"": ""outgoing"", ""from"": ""test"", ""op"": ""expand"", ""predicate"": ""verifies""}]}, {""collect"": ""$targets"", ""steps"": [{""assign"": ""test"", ""op"": ""lookup"", ""references"": [""test:telemetry-platform-api-contract""]}, {""assign"": ""targets"", ""direction"": ""outgoing"", ""from"": ""test"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$targets"", ""steps"": [{""assign"": ""test"", ""op"": ""lookup"", ""references"": [""test:telemetry-platform-api-contract""]}, {""assign"": ""targets"", ""direction"": ""incoming"", ""from"": ""test"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$neighbors"", ""steps"": [{""assign"": ""svc"", ""op"": ""lookup"", ""references"": [""service:telemetry-platform-reporting""]}, {""assign"": ""neighbors"", ""direction"": ""both"", ""from"": ""svc"", ""op"": ""expand""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""ingest""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""worker""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""deployment""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""public""}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""suite""}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""prod"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""prod"", ""op"": ""traverse"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$paths"", ""steps"": [{""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""test"", ""op"": ""lookup"", ""references"": [""test:telemetry-platform-api-contract""]}, {""assign"": ""paths"", ""from"": ""prod"", ""max_hops"": 6, ""op"": ""find_paths"", ""to"": ""test""}]}, {""collect"": ""$services"", ""steps"": [{""assign"": ""boundary"", ""op"": ""lookup"", ""references"": [""boundary:telemetry-platform-public""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""boundary"", ""kinds"": [""service""], ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""op"": ""walk_sequence"", ""sequence"": [{""op"": ""lookup"", ""references"": [""boundary:telemetry-platform-public""]}, {""direction"": ""incoming"", ""op"": ""expand"", ""predicates"": [""crosses""]}]}]}]",True,2,executions/telemetry-platform-verification-control/U_GRAPH/record.json,12,False,41,10,16,NA,NA,56,7,,0,,31204,0,0,2,telemetry-platform,"[""crosses"", ""deployed_to"", ""verifies""]",executions/telemetry-platform-verification-control/U_GRAPH/record.json,7,56,0,12,,,0,,,,,,,,verification control,,,16,True,True,111.13242446095683
